Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925	Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_12327861_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_roseum
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_6611858_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_saliterrae
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_3202431_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_lipolyticum
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_1091110_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_halobium
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_8673235_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_sp040025155
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_8133872_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_gomorrense
Arc226_3593921_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum_tyrrellense	Arc226_4196932_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum_marinum
Arc226_3596878_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__SKW311;s__SKW311_sp026413805	Arc226_3596878_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__SKW311;s__SKW311_sp026413805
Arc226_3596970_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__SKW311;s__SKW311_sp026413805	Arc226_3596970_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__SKW311;s__SKW311_sp026413805
Arc226_3608958_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745	Arc226_3608958_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745
Arc226_3608958_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745	Arc226_6417263_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp035526765
Arc226_3609729_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745	Arc226_3609729_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745
Arc226_3609729_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745	Arc226_6417932_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp035526765
Arc226_3609884_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745	Arc226_3609884_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01_sp034667745
Arc226_3610082_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDH01;s__JAADDH01_sp027074515	Arc226_3610082_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDH01;s__JAADDH01_sp027074515
Arc226_3610082_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDH01;s__JAADDH01_sp027074515	Arc226_9334134_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDH01;s__JAADDH01_sp013154035
Arc226_12164838_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_12164838_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365
Arc226_12164838_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_1987021_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027067785
Arc226_12164838_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_2111410_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp026985375
Arc226_12164838_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_2395541_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027083045
Arc226_12164838_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_3061389_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp015520735
Arc226_12165540_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_12165540_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365
Arc226_12165540_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_2396372_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027083045
Arc226_12165540_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp027022365	Arc226_4351321_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp013154205
Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655	Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655
Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655	Arc226_4670718_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp019322475
Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655	Arc226_11462560_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAYEIZ01;s__JAYEIZ01_sp034660355
Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655	Arc226_6718446_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp019323195
Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655	Arc226_3221561_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHJAV01;s__JAHJAV01_sp018813685
Arc226_12170793_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__JAHWHQ01;s__JAHWHQ01_sp028279655	Arc226_6835588_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACPBV01;g__DASRUK01;s__DASRUK01_sp035655475
Arc226_10375099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp019322375	Arc226_10375099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp019322375
Arc226_10375099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp019322375	Arc226_4722213_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp001595785
Arc226_10375099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp019322375	Arc226_9585449_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp011372335
Arc226_10375099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp019322375	Arc226_6192446_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp018819305
Arc226_10375099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp019322375	Arc226_10740776_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__SM23-78_sp030637925
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_9059060_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030606635
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_3790915_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_C;s__Methanogaster_C_sp002506015
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_9639580_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D_sp012961645
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_8758308_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D_sp034658995
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_1447084_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp003661105
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_1589409_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D_sp034659315
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_12840615_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_C;s__Methanogaster_C_sp034658695
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_7752347_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D_sp004211975
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_3501373_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__Methanomarinus;s__Methanomarinus_sp002926195
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_3613453_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp003194445
Arc226_10377447_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp030604085	Arc226_11907213_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__Methanomarinus;s__Methanomarinus_sp021108405
Arc226_10380900_tax:d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152_sp011772645	Arc226_10380900_tax:d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152_sp011772645
Arc226_10380900_tax:d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152_sp011772645	Arc226_1255860_tax:d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__DAOWAL01;s__DAOWAL01_sp030634615
Arc226_10380900_tax:d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152_sp011772645	Arc226_541629_tax:d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__JAGGYQ01;s__JAGGYQ01_sp021162425
Arc226_10381965_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum	Arc226_10381965_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum
Arc226_10382690_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum	Arc226_10382690_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum
Arc226_10382690_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum	Arc226_12565102_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_sp036625675
Arc226_10382690_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum	Arc226_5419441_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_sp024972735
Arc226_10387382_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01_sp018668595	Arc226_10387382_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01_sp018668595
Arc226_10387382_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01_sp018668595	Arc226_8392769_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01_sp018675335
Arc226_10387775_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01_sp018668595	Arc226_10387775_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01_sp018668595
Arc226_10393220_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACRKL01;g__JACRKK01;s__JACRKK01_sp016219795	Arc226_10393220_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACRKL01;g__JACRKK01;s__JACRKK01_sp016219795
Arc226_10393503_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACRKL01;g__JACRKK01;s__JACRKK01_sp016219795	Arc226_10393503_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACRKL01;g__JACRKK01;s__JACRKK01_sp016219795
Arc226_10395094_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_10395094_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_11143495_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus_occultus
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_12385687_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas_sp007135435
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_8135313_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halomontanus;s__Halomontanus_mannanivorans
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_7799845_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus_pandeyae
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_11999543_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronosalvus;s__Natronosalvus_vescus
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_2756123_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus_sp038893155
Arc226_10395095_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20_sp007122875	Arc226_10479659_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__SKXI01;s__SKXI01_sp036429475
Arc226_10397027_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__CAIKOD01;s__CAIKOD01_sp035505975	Arc226_10397027_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__CAIKOD01;s__CAIKOD01_sp035505975
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_11008534_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema_versiforme_A
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_1850273_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas_sp007122455
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_7414372_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum_sp003781945
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_7519332_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema_sp020405225
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_7520291_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema_sp020405225
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_5640749_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloprofundus;s__Haloprofundus_halophilus
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_868111_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum_sp034497445
Arc226_10401266_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus_infecundisoli	Arc226_1122151_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobium;s__Halobium_salinum
