KEGG_ko	arc_domain_prop	bac_domain_prop	Gene	Map	Pathway	alignment_length	highest_COG_cat	difference_1st_and_2nd	categories	COG_freq	COG_cat	archaea	bacteria	alternative_COGs	COG_perc	COG	COG_NAME	COG_TAG	sequences	Arc_prop	Bac_prop	constrained_median	ML_median	MEAN_OF_MEDIANS	RANGE_OF_MEDIANS	Probable_and_sampling_threshold_met	Possible_and_sampling_threshold_met	Probable	Possible
K03752	0.4885714285714285	0.5441595441595442	mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	path:map00790,path:map01100	Folate biosynthesis,Metabolic pathways	15.0	396.0	380.0	4.0	0.947368421052632	H	188.0	225.0	7.0	0.911483253588517	COG0746	Molybdopterin-guanine_dinucleotide_biosynthesis_protein_A	MobA	413.0	0.4552058111380145	0.5447941888619855	0.0973349760095687	0.207624001780092	0.1524794888948303	0.1102890257705233	0	0	0	0
K03753	0.3457142857142857	0.2706552706552707	mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein			32.0	238.0	230.0	2.0	0.967479674796748	H	129.0	102.0	5.0	0.898373983739837	COG1763	Molybdopterin-guanine_dinucleotide_biosynthesis_protein	MobB	231.0	0.5584415584415584	0.4415584415584415	0.546455858737317	0.425691248731249	0.4860735537342829	0.1207646100060679	0	1	0	1
K03755	0.0	0.0028490028490028	adiY; AraC family transcriptional regulator, transcriptional activator of adiA			253.0	2.0	0.0	1.0	1.0	K	0.0	2.0	1.0	1.0	COG2207	AraC-type_DNA-binding_domain_and_AraC-containing_proteins	AraC	2.0	0.0	1.0					0	0	0	0
K03756	0.0	0.0113960113960113	potE; putrescine:ornithine antiporter			436.0	7.0	0.0	1.0	1.0	E	0.0	7.0	1.0	1.0	COG0531	Serine_transporter_YbeC,_amino_acid:H+_symporter_family	PotE	7.0	0.0	1.0	0.0042082389854243	0.0106680824496606	0.0074381607175424	0.0064598434642362	0	0	0	0
K03757	0.0	0.0113960113960113	cadB; cadaverine:lysine antiporter			415.0	8.0	0.0	1.0	1.0	E	0.0	8.0	1.0	1.0	COG0531	Serine_transporter_YbeC,_amino_acid:H+_symporter_family	PotE	8.0	0.0	1.0	6.09074313878329e-12	3.20247274480552e-11	1.9057735293419243e-11	2.593398430927191e-11	0	0	0	0
K03758	0.0171428571428571	0.0854700854700854	arcD, lysl, lysP; arginine:ornithine antiporter / lysine permease			361.0	45.0	0.0	1.0	1.0	E	9.0	36.0	1.0	1.0	COG0531	Serine_transporter_YbeC,_amino_acid:H+_symporter_family	PotE	45.0	0.2	0.8	0.0411764572318851	0.025257574562789	0.033217015897337	0.0159188826690961	0	0	0	0
K03759	0.0	0.0113960113960113	adiC; arginine:agmatine antiporter			387.0	8.0	0.0	1.0	1.0	E	0.0	8.0	1.0	1.0	COG0531	Serine_transporter_YbeC,_amino_acid:H+_symporter_family	PotE	8.0	0.0	1.0	0.0064229499164716	0.0158596429583303	0.0111412964374009	0.0094366930418587	0	0	0	0
K03760	0.0	0.074074074074074	eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	path:map00540,path:map01100,path:map01503	Lipopolysaccharide biosynthesis,Metabolic pathways,Cationic antimicrobial peptide (CAMP) resistance	363.0	23.0	18.0	3.0	0.741935483870968	S	0.0	31.0	1.0	1.0	COG2194	Phosphoethanolamine_transferase_for_periplasmic_glucans_OpgE,_AlkP_superfamily	OpgE	31.0	0.0	1.0	0.0075091857137087	0.0161552292035653	0.011832207458637	0.0086460434898566	0	0	0	0
K03761	0.0	0.0826210826210826	kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease			371.0	36.0	33.0	2.0	0.923076923076923	EGP	0.0	39.0	2.0	0.923076923076923	COG0477	MFS_family_permease,_includes_anhydromuropeptide_permease_AmpG	ProP	39.0	0.0	1.0					0	0	0	0
K03762	0.0542857142857142	0.0911680911680911	proP; MFS transporter, MHS family, proline/betaine transporter			262.0	71.0	59.0	3.0	0.845238095238095	EGP	25.0	59.0	2.0	0.988095238095238	COG0477	MFS_family_permease,_includes_anhydromuropeptide_permease_AmpG	ProP	84.0	0.2976190476190476	0.7023809523809523					0	0	0	0
K03763	0.0	0.0	polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	path:map03030,path:map03430,path:map03440	DNA replication,Mismatch repair,Homologous recombination		104.0	100.0	4.0	0.936936936936937	L	0.0	0.0	4.0	0.918918918918919	COG2176	DNA_polymerase_III,_alpha_subunit_(gram-positive_type)	PolC	0.0							0	0	0	0
K03764	0.0	0.0199430199430199	metJ; MetJ family transcriptional regulator, methionine regulon repressor			102.0	7.0	0.0	1.0	1.0	K	0.0	7.0	1.0	1.0	COG3060	Transcriptional_regulator_MetJ_(met_regulon)	MetJ	7.0	0.0	1.0	1.01134659960537e-21	4.52936874271502e-17	2.2647349386874907e-17	4.5292676080550586e-17	0	0	0	0
K03765	0.0	0.0227920227920227	cadC; transcriptional activator of cad operon			334.0	6.0	2.0	2.0	0.6	S	0.0	10.0	2.0	0.6	COG5616	TolB_amino-terminal_domain_(function_unknown)	TolBN	10.0	0.0	1.0	0.0067571610311068	0.0251304099574643	0.0159437854942855	0.0183732489263575	0	0	0	0
K03767	0.2542857142857143	0.4558404558404558	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	path:map01503,path:map03250,path:map04217	Cationic antimicrobial peptide (CAMP) resistance,Viral life cycle - HIV-1,Necroptosis	46.0	251.0	202.0	4.0	0.799363057324841	O	102.0	212.0	5.0	0.904458598726115	COG0652	Peptidyl-prolyl_cis-trans_isomerase_(rotamase)_-_cyclophilin_family	PpiB	314.0	0.3248407643312102	0.6751592356687898	0.0099074587559438	0.0458335809414986	0.0278705198487212	0.0359261221855548	0	0	0	0
K03768	0.4085714285714286	0.7037037037037037	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]			33.0	477.0	414.0	7.0	0.831010452961672	O	188.0	386.0	8.0	0.942508710801394	COG0652	Peptidyl-prolyl_cis-trans_isomerase_(rotamase)_-_cyclophilin_family	PpiB	574.0	0.3275261324041811	0.6724738675958188	0.0106694543724959	0.11881348246639	0.0647414684194429	0.108144028093894	0	0	0	0
K03769	0.0	0.0	ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]				192.0	85.0	3.0	0.60952380952381	O	0.0	0.0	2.0	0.996825396825397	COG0760	Peptidyl-prolyl_isomerase,_parvulin_family	SurA	0.0							0	0	0	0
K03770	0.0085714285714285	0.5185185185185185	ppiD; peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]			17.0	212.0	197.0	3.0	0.925764192139738	O	3.0	220.0	3.0	0.991304347826087	COG0760	Peptidyl-prolyl_isomerase,_parvulin_family	SurA	223.0	0.0134529147982062	0.9865470852017936	0.0015517414187025	0.0039807183807881	0.0027662298997453	0.0024289769620856	0	0	0	0
K03771	0.0085714285714285	0.4985754985754986	surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]			6.0	173.0	95.0	2.0	0.689243027888446	O	3.0	241.0	5.0	0.968253968253968	COG0760	Peptidyl-prolyl_isomerase,_parvulin_family	SurA	244.0	0.0122950819672131	0.9877049180327868	0.0269031355487579	0.0395977412323945	0.0332504383905762	0.0126946056836366	0	0	0	0
K03772	0.0114285714285714	0.3703703703703703	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]			79.0	123.0	69.0	4.0	0.615	O	6.0	194.0	1.0	1.0	COG0545	FKBP-type_peptidyl-prolyl_cis-trans_isomerase	FkpA	200.0	0.03	0.97	0.0054658596952023	0.0455029147748723	0.0254843872350373	0.0400370550796699	0	0	0	0
K03773	0.0	0.1908831908831909	fklB; FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]			89.0	55.0	18.0	4.0	0.572916666666667	O	0.0	96.0	1.0	1.0	COG0545	FKBP-type_peptidyl-prolyl_cis-trans_isomerase	FkpA	96.0	0.0	1.0	0.011381587016838	0.0257351522518161	0.018558369634327	0.0143535652349781	0	0	0	0
K03774	0.0342857142857142	0.1225071225071225	slpA; FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]			109.0	46.0	37.0	2.0	0.836363636363636	O	12.0	43.0	2.0	0.981818181818182	COG1047	Peptidyl-prolyl_cis-trans_isomerase,_FKBP_type	SlpA	55.0	0.2181818181818181	0.7818181818181819	0.0386340701608755	0.0432060903593803	0.0409200802601279	0.0045720201985047	0	0	0	0
K03775	0.66	0.282051282051282	slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]			70.0	368.0	330.0	3.0	0.904176904176904	O	284.0	122.0	3.0	0.995085995085995	COG1047	Peptidyl-prolyl_cis-trans_isomerase,_FKBP_type	SlpA	406.0	0.6995073891625616	0.3004926108374384	0.683469577628763	0.4561332001147	0.5698013888717315	0.227336377514063	0	1	0	1
K03776	0.0057142857142857	0.1111111111111111	aer; aerotaxis receptor	path:map02020,path:map02030	Two-component system,Bacterial chemotaxis	71.0	48.0	23.0	3.0	0.558139534883721	NT	2.0	83.0	3.0	0.825581395348837	COG0840	Methyl-accepting_chemotaxis_protein_(MCP)	Tar	85.0	0.0235294117647058	0.976470588235294	0.0041681026411251	0.007624321724977	0.005896212183051	0.0034562190838519	0	0	0	0
K03777	0.0114285714285714	0.0626780626780626	dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12]	path:map00620,path:map01100,path:map01120	Pyruvate metabolism,Metabolic pathways,Microbial metabolism in diverse environments	355.0	31.0	0.0	1.0	1.0	C	4.0	27.0	1.0	1.0	COG0277	FAD/FMN-containing_lactate_dehydrogenase/glycolate_oxidase	GlcD	31.0	0.1290322580645161	0.8709677419354839	0.0314344771761318	0.0277160659407992	0.0295752715584655	0.0037184112353325	0	0	0	0
K03778	0.0828571428571428	0.2962962962962963	ldhA; D-lactate dehydrogenase [EC:1.1.1.28]	path:map00620,path:map01100,path:map01120	Pyruvate metabolism,Metabolic pathways,Microbial metabolism in diverse environments	216.0	86.0	34.0	4.0	0.589041095890411	CH	29.0	117.0	2.0	0.945205479452055	COG1052	Lactate_dehydrogenase_or_related_2-hydroxyacid_dehydrogenase	LdhA	146.0	0.1986301369863013	0.8013698630136986	0.0257218750397204	0.328318410937648	0.1770201429886842	0.3025965358979276	0	0	0	0
K03779	0.0714285714285714	0.0484330484330484	ttdA; L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	path:map00630,path:map01100	Glyoxylate and dicarboxylate metabolism,Metabolic pathways	271.0	44.0	0.0	1.0	1.0	C	27.0	17.0	2.0	0.931818181818182	COG1951	Tartrate_dehydratase_alpha_subunit/Fumarate_hydratase_class_I,_N-terminal_domain	TtdA	44.0	0.6136363636363636	0.3863636363636363	0.0323837406514275	0.27253919131429	0.1524614659828587	0.2401554506628624	0	0	0	0
K03780	0.1257142857142857	0.1082621082621082	ttdB; L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	path:map00630,path:map01100	Glyoxylate and dicarboxylate metabolism,Metabolic pathways	148.0	82.0	0.0	1.0	1.0	C	44.0	38.0	1.0	1.0	COG1838	Tartrate_dehydratase_beta_subunit/Fumarate_hydratase_class_I,_C-terminal_domain	FumA	82.0	0.5365853658536586	0.4634146341463415	0.194453785548541	0.952604605142816	0.5735291953456785	0.758150819594275	0	0	0	0
K03781	0.0971428571428571	0.3247863247863248	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]	path:map00380,path:map00630,path:map01100,path:map01110,path:map01200,path:map04011,path:map04016,path:map04068,path:map04146,path:map04211,path:map04212,path:map04213,path:map05014,path:map05022,path:map05208	Tryptophan metabolism,Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Carbon metabolism,MAPK signaling pathway - yeast,MAPK signaling pathway - plant,FoxO signaling pathway,Peroxisome,Longevity regulating pathway,Longevity regulating pathway - worm,Longevity regulating pathway - multiple species,Amyotrophic lateral sclerosis,Pathways of neurodegeneration - multiple diseases,Chemical carcinogenesis - reactive oxygen species	390.0	126.0	37.0	4.0	0.580645161290323	P	41.0	176.0	2.0	0.857142857142857	COG0753	Catalase	KatE	217.0	0.1889400921658986	0.8110599078341014	0.0321132574958285	0.207738283180064	0.1199257703379462	0.1756250256842355	0	0	0	0
K03782	0.1685714285714285	0.3133903133903133	katG; catalase-peroxidase [EC:1.11.1.21]	path:map00360,path:map00380,path:map00940,path:map00983,path:map01100,path:map01110	Phenylalanine metabolism,Tryptophan metabolism,Phenylpropanoid biosynthesis,Drug metabolism - other enzymes,Metabolic pathways,Biosynthesis of secondary metabolites	663.0	175.0	159.0	3.0	0.888324873096447	P	66.0	131.0	2.0	0.695431472081218	COG0376	Catalase_(peroxidase_I)	KatG	197.0	0.3350253807106599	0.6649746192893401	0.0046630421118347	0.236160796137704	0.1204119191247693	0.2314977540258693	0	0	0	0
K03783	0.0285714285714285	0.4928774928774929	punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]	path:map00230,path:map00760,path:map01100,path:map01110,path:map01232	Purine metabolism,Nicotinate and nicotinamide metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Nucleotide metabolism	158.0	211.0	210.0	4.0	0.985981308411215	F	11.0	203.0	3.0	0.97196261682243	COG0005	Purine_nucleoside_phosphorylase	XapA	214.0	0.0514018691588785	0.9485981308411215	0.365258716507179	0.584538741901079	0.474898729204129	0.2192800253939	0	0	0	0
K03784	0.02	0.2222222222222222	deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]	path:map00230,path:map00760,path:map01100,path:map01110,path:map01232	Purine metabolism,Nicotinate and nicotinamide metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Nucleotide metabolism	184.0	95.0	0.0	1.0	1.0	F	7.0	88.0	3.0	0.873684210526316	COG0813	Purine-nucleoside_phosphorylase	DeoD	95.0	0.0736842105263157	0.9263157894736842	0.884592798727625	0.823281123524454	0.8539369611260395	0.0613116752031709	1	1	1	1
K03785	0.5057142857142857	0.1481481481481481	aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]	path:map00400,path:map01100,path:map01110,path:map01230	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	54.0	268.0	266.0	2.0	0.992592592592593	E	213.0	56.0	5.0	0.759259259259259	COG0169	Shikimate_5-dehydrogenase	AroE	269.0	0.79182156133829	0.20817843866171	0.266999903875423	0.506983438503058	0.3869916711892405	0.239983534627635	0	0	0	0
K03786	0.0	0.6552706552706553	aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]	path:map00400,path:map01100,path:map01110,path:map01230	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	107.0	239.0	235.0	4.0	0.971544715447154	E	0.0	246.0	3.0	0.975609756097561	COG0757	3-dehydroquinate_dehydratase	AroQ	246.0	0.0	1.0	0.002014653425291	0.322595568641618	0.1623051110334545	0.320580915216327	0	0	0	0
K03787	0.4285714285714285	0.6438746438746439	surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]	path:map00230,path:map00240,path:map00760,path:map01100,path:map01110,path:map01232	Purine metabolism,Pyrimidine metabolism,Nicotinate and nicotinamide metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Nucleotide metabolism	91.0	369.0	320.0	4.0	0.838636363636364	S	183.0	257.0	1.0	1.0	COG0496	Broad_specificity_polyphosphatase_and_5'/3'-nucleotidase_SurE	SurE	440.0	0.4159090909090909	0.5840909090909091	0.0619962354289803	0.0042904763032745	0.0331433558661274	0.0577057591257058	0	0	0	0
K03788	0.0	0.0199430199430199	aphA; acid phosphatase (class B) [EC:3.1.3.2]	path:map00740,path:map01100	Riboflavin metabolism,Metabolic pathways	182.0	7.0	0.0	1.0	1.0	S	0.0	7.0	1.0	1.0	COG3700	Acid_phosphatase,_class_B	AphA	7.0	0.0	1.0	0.0044805583927723	0.009369317885951	0.0069249381393616	0.0048887594931787	0	0	0	0
K03789	0.0	0.0	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]				578.0	505.0	7.0	0.828080229226361	K	0.0	0.0	5.0	0.51	COG0456	Ribosomal_protein_S18_acetylase_RimI_and_related_acetyltransferases	RimI	0.0							0	0	0	0
K03790	0.08	0.3988603988603988	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]			10.0	252.0	244.0	5.0	0.958174904942966	J	31.0	231.0	6.0	0.954372623574144	COG1670	Protein_N-acetyltransferase,_RimJ/RimL_family	RimL	262.0	0.1183206106870229	0.8816793893129771	0.290869981318609	0.165491321370567	0.228180651344588	0.125378659948042	0	0	0	0
K03791	0.0028571428571428	0.0883190883190883	K03791; putative chitinase			49.0	19.0	3.0	4.0	0.513513513513513	M	1.0	36.0	7.0	0.594594594594595	COG3179	Chitinase,_GH19_family	GH19	37.0	0.027027027027027	0.972972972972973	0.0588646837202682	0.868843703582027	0.4638541936511476	0.8099790198617588	0	0	0	0
K03793	0.0171428571428571	0.1111111111111111	PTR1; pteridine reductase [EC:1.5.1.33]	path:map00790,path:map01100,path:map01240	Folate biosynthesis,Metabolic pathways,Biosynthesis of cofactors	182.0	47.0	46.0	2.0	0.979166666666667	IQ	7.0	41.0	1.0	1.0	COG1028	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	FabG	48.0	0.1458333333333333	0.8541666666666666	0.0015218187954602	0.0439870115737883	0.0227544151846242	0.0424651927783281	0	0	0	0
K03794	0.0028571428571428	0.0626780626780626	sirB; sirohydrochlorin ferrochelatase [EC:4.99.1.4]	path:map00860,path:map01100,path:map01110,path:map01240	Porphyrin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	101.0	22.0	18.0	2.0	0.846153846153846	S	1.0	25.0	2.0	0.961538461538462	COG2138	Sirohydrochlorin_ferrochelatase	SirB	26.0	0.0384615384615384	0.9615384615384616	0.0345913077196578	0.623088940026298	0.3288401238729779	0.5884976323066402	0	0	0	0
K03795	0.1628571428571428	0.1794871794871795	cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	path:map00860,path:map01100,path:map01240	Porphyrin metabolism,Metabolic pathways,Biosynthesis of cofactors	46.0	67.0	30.0	6.0	0.492647058823529	S	65.0	71.0	4.0	0.963235294117647	COG2138	Sirohydrochlorin_ferrochelatase	SirB	136.0	0.4779411764705882	0.5220588235294118	0.0171946249000192	0.815377245829346	0.4162859353646826	0.7981826209293268	0	0	0	0
K03796	0.0028571428571428	0.0883190883190883	bax; Bax protein			155.0	38.0	0.0	1.0	1.0	S	1.0	37.0	1.0	1.0	COG2992	Uncharacterized_FlgJ-related_protein	Bax	38.0	0.0263157894736842	0.9736842105263158	0.0077093851598599	0.116144223547336	0.0619268043535979	0.1084348383874761	0	0	0	0
K03797	0.0085714285714285	0.886039886039886	E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]			43.0	552.0	531.0	6.0	0.951724137931034	M	4.0	576.0	6.0	0.946551724137931	COG0793	C-terminal_processing_protease_CtpA/Prc,_contains_a_PDZ_domain	CtpA	580.0	0.0068965517241379	0.993103448275862	0.0008203882260844	0.0351824506207165	0.0180014194234004	0.0343620623946321	0	0	0	0
K03798	0.0085714285714285	0.9886039886039886	ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]			343.0	506.0	485.0	2.0	0.960151802656546	O	3.0	524.0	3.0	0.994307400379507	COG0465	ATP-dependent_Zn_proteases	HflB	527.0	0.0056925996204933	0.9943074003795066	0.949453325247238	0.947463471444968	0.948458398346103	0.00198985380227	0	0	1	1
K03799	0.7657142857142857	0.6182336182336182	htpX; heat shock protein HtpX [EC:3.4.24.-]			64.0	691.0	649.0	3.0	0.94141689373297	O	458.0	276.0	2.0	0.510899182561308	COG0281	Malic_enzyme	SfcA	734.0	0.6239782016348774	0.3760217983651226	0.0213922880488211	0.345427423075419	0.18340985556212	0.3240351350265979	0	0	0	0
K03800	0.4371428571428571	0.3988603988603988	lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]	path:map00785,path:map01100,path:map01240	Lipoic acid metabolism,Metabolic pathways,Biosynthesis of cofactors	45.0	466.0	463.0	3.0	0.989384288747346	H	217.0	174.0	1.0	1.0	COG0095	Lipoate-protein_ligase_A	LplA	391.0	0.5549872122762148	0.4450127877237851	0.778136935757869	0.898487712799781	0.8383123242788251	0.120350777041912	1	1	1	1
K03801	0.0857142857142857	0.5356125356125356	lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]	path:map00785,path:map01100,path:map01240	Lipoic acid metabolism,Metabolic pathways,Biosynthesis of cofactors	89.0	228.0	223.0	4.0	0.966101694915254	H	38.0	198.0	3.0	0.974576271186441	COG0321	Lipoate-protein_ligase_B	LipB	236.0	0.1610169491525423	0.8389830508474576	0.0066452607653191	0.0043353050376314	0.0054902829014752	0.0023099557276877	0	0	0	0
K03802	0.0171428571428571	0.1481481481481481	cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]			243.0	22.0	0.0	6.0	0.289473684210526	HJ	7.0	69.0	3.0	0.802631578947369	COG0189	Glutathione_synthase,_LysX_or_RimK-type_ligase,_ATP-grasp_superfamily	LysX	76.0	0.0921052631578947	0.9078947368421052	0.0479413580669653	0.730469447073575	0.3892054025702701	0.6825280890066097	0	0	0	0
K03803	0.0	0.188034188034188	rseC; sigma-E factor negative regulatory protein RseC			66.0	72.0	0.0	1.0	1.0	T	0.0	72.0	1.0	1.0	COG3086	RseC,_positive_regulator_of_sigma_E_activity	RseC	72.0	0.0	1.0	0.063566360472347	0.0035613053190436	0.0335638328956953	0.0600050551533034	0	0	0	0
K03804	0.0	0.0142450142450142	mukE; chromosome partition protein MukE			232.0	5.0	0.0	1.0	1.0	D	0.0	5.0	1.0	1.0	COG3095	Chromosome_condensin_MukBEF,_MukE_localization_factor	MukE	5.0	0.0	1.0	3.5495916044287205e-21	3.3835867081697103e-17	1.691970833665077e-17	3.3832317490092666e-17	0	0	0	0
K03805	0.0028571428571428	0.0427350427350427	dsbG; thiol:disulfide interchange protein DsbG			92.0	16.0	15.0	2.0	0.941176470588235	O	1.0	16.0	1.0	1.0	COG1651	Protein_thiol-disulfide_isomerase_DsbC	DsbG	17.0	0.0588235294117647	0.9411764705882352	0.0612632280919081	0.404582728217827	0.2329229781548675	0.3433195001259189	0	0	0	0
K03806	0.0	0.131054131054131	ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]			104.0	48.0	46.0	3.0	0.941176470588235	V	0.0	51.0	3.0	0.92156862745098	COG3023	N-acetyl-anhydromuramyl-L-alanine_amidase_AmpD	AmpD	51.0	0.0	1.0	0.0058077262926824	0.0150473933736567	0.0104275598331695	0.0092396670809743	0	0	0	0
K03807	0.0	0.0313390313390313	ampE; AmpE protein			236.0	9.0	0.0	1.0	1.0	V	0.0	11.0	1.0	1.0	COG3725	Membrane_protein_AmpE_required_for_beta-lactamase_induction	AmpE	11.0	0.0	1.0	0.0029533674199331	0.00693369296534	0.0049435301926365	0.0039803255454069	0	0	0	0
